verdict,statement,sentiment
false,"""If black America were a country, it’d be the 15th wealthiest nation in the world.""",0.4939
false,"Says ""Jeb Bush has released 10 percent of his emails.""",0.0
pants-fire,"The mass shooting in Highland Park, Illinois, was a ""false flag.""",0.0
half-true,"""House Republicans are ramming through legislation ... to classify pizza as a 'vegetable' for the purpose of school lunches.""",0.0
half-true,"The U.S. energy policy is to ""borrow money from China to buy oil from countries that don't like us.""",-0.0026
false,"""We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.""",-0.8515
mostly-true,"""Governor Deal has increased education spending every year he’s been in office.""",0.2732
mostly-true,"""Graduation and third-grade reading scores are up in the state since I took office.""",0.0
false,"""You people hate on Trump but he put on a child protective force that found over 300 missing kids in less than 30 days.""",-0.631
true,"Saudi Arabia is ""the only Muslim country out of 47 Muslim-majority countries"" where women cannot get licenses to drive.",0.0
half-true,"""I have no financial interests in Saudi Arabia.""",-0.0516
half-true,"Says Cal Cunningham ""got a $40,000 tax incentive to update his butler’s pantry.""",0.3612
mostly-true,"Says Tim Kaine ""actually tried to raise taxes by about $4 billion.""",0.0
mostly-true,"Half of all personal bankruptcies in America ""are caused by medical bills.""",0.0
pants-fire,"""According to recent reports, a group of death panels organized under Obamacare ordered their first execution.""",-0.5994
pants-fire,"In Japan, ""permanent residency is not given to Muslims,"" the ""propagation of Islam"" is banned, ""one cannot import a Koran published in the Arabic language,"" and ""Muslims cannot even rent a house.""",-0.4588
pants-fire,"Says President Donald Trump ""never downplayed the virus.""",0.0
true,Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,0.1027
half-true,"McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street.""",-0.3612
half-true,"The stimulus ""has delivered $43 billion in tax relief to American working families and businesses""",0.4767
half-true,"""The same federal government that offers some money for a program is walking away from another health care program.""",0.4939
pants-fire,"Soviet and Chinese communists have ""grabbed control"" of U.S. entertainment, movies, television, music, academia, K-12 education and the news media.",0.4215
mostly-true,"""90 percent of all pain medications are prescribed in the United States.""",-0.128
false,Says giving Motrin and Robitussin together can cause heart attacks in children.,-0.128
mostly-false,"Ken Mercer ""wants Sean Hannity and James Dobson included in social studies texts.""",0.0
true,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,0.3818
mostly-false,"Rhode Island gives undocumented pregnant women health insurance, plus a cash card ""with $400 a month on it"" and ""$250 a month or $275 a month to spend on food.""",0.0
half-true,"""Since 2000, nearly 12 million Americans have slipped out of the middle class and into poverty.""",0.0
false,"""No fracking waste is being dumped in New York State""",-0.7717
mostly-true,"""Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.""",-0.0572
half-true,"""Homicides last year increased by 17 percent in America’s 50 largest cities. That’s the largest increase in 25 years.""",0.5267
false,"""Longstanding whistleblower rules (were changed) just before submittal of the fake whistleblower report.""",-0.4767
mostly-false,"""Typical minimum wage earners in America are teenagers living with their parents in middle class families.""",0.0
false,"""The President wants the U.S. to sign on to the U.N.’s International Criminal Court.""",-0.5267
false,"""It appears that the (Jacksonville) shooter was part of the Trump 'Resistance'.""",0.0
mostly-false,"Map shows states where ""all of the children… are back to living mask-free, normal lives.""",0.0
false,"Says House Intelligence Chair Adam Schiff ""made up the conversation. He lied. If he didn't do that in the halls of Congress, he'd be thrown in jail. He did it in the halls of Congress, he's given immunity.""",0.128
mostly-false,"Says. Rep. Joe Barton, R-Texas, once said, ""Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.""",0.0
true,"""Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.""",0.0
half-true,"""For the first time in more than a decade, imports accounted for less than half of (the oil) we consumed.""",0.0
true,"""About 95 percent of America’s production of ethylene is produced on the Gulf Coast in Texas and Louisiana.""",0.0
false,"Says science shows the physiological effects of wearing masks include hypoxemia, hypercapnia, shortness of breath, toxicity and increased muscle tension.",-0.0516
half-true,"""What concerns me is there is only two sentences that have been written about minority business.""",0.0516
half-true,"""In 2011, (Debbie) Wasserman Schultz missed 62 congressional votes — one of the worst records of any member of Congress.""",-0.743
mostly-true,"Says Patrick Murphy is one of ""only three Democrats in the House today who voted"" to create the Benghazi committee.",0.2732
half-true,"""The latest round of tariffs now means that the total tax increase on Americans from enacted tariffs exceeds the tax increases from the Affordable Care Act.""",0.6705
false,"Says ""Democratic Mayors in some of Wisconsin's largest cities closed voting locations in April to cause chaos.""",0.0
mostly-false,Rob Cornilles is a Tea Party candidate.,-0.2263
mostly-false,"""The insurance companies are making that choice (to cancel or change policies), not the president.""",-0.25
half-true,"""In about three weeks over a half million Floridians are going to lose their coverage again"" through Obamacare.",-0.4019
mostly-false,"Says 70,000 children ""have lost their Head Start slots"" because of the sequester.",-0.3182
mostly-false,"""Nurse passes out on live TV after taking vaccine.""",0.0
pants-fire,"""Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Jim Renacci’s Republican majority.""",0.0
true,"""Grateful insurance company executives and their lobbyists"" from Bermuda gave McCain $50,000.",0.4588
half-true,"Banks paid Hillary Clinton ""over $1 million and are contributing millions more to elect her.""",0.0
true,"""In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.""",-0.4588
half-true,"""The United States imprisons more than any nation in the world.""",0.4215
mostly-false,"""Hoadley called women ‘breeders.’... wanted to learn about crystal meth and wrote that his sexual partners were his victims. Hoadley even wrote about a four year-old wearing a thong.""",-0.3182
false,"""Four kids who took the coronavirus vaccine died immediately.""",-0.5574
pants-fire,"Says the state's Medicaid waiver proposal ""has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.""",0.0
pants-fire,"""Queen Elizabeth and her husband Prince Philip were found guilty in the disappearance of 10 native children from the Catholic-run Kamloops residential school""",-0.4215
false,"Says ""we are going to sell this house and use the proceeds to stabilize rates.""",0.0
false,"""BREAKING: 60 people just found dead in Ohio""",-0.6486
false,"Says there are ""indications of grossly improper conduct from election officials right here in my district.""",-0.2263
pants-fire,"""Obamacare isn't helping anyone.""",-0.2235
false,Says Joe Biden’s presidential campaign donated $20 million to bail out protesters.,-0.2263
false,"Children are ""almost immune from this disease.""",0.228
false,"Says John F. Kennedy said, ""If a Supreme Court Justice died one day before the election, it would be more Constitutional to indefinitely postpone the election than postpone the confirmation a single day.""",0.1531
half-true,"""We have roughly between 85,000 (and) 95,000 open jobs in Wisconsin.""",0.0
mostly-true,The Cathedral of Christ the King is one of the Archdiocese of Atlanta’s largest and fastest-growing parishes.,0.0
mostly-false,"Children are crossing the border because President Barack Obama said ""if you come, you’re going to be able to stay, because we’re not going to enforce the law.""",0.0
